date,annee,temp_max,temp_min,precipitation,humidite
2010-01-01,2010,28.5,19.3,0.0,69
2010-01-02,2010,28.4,21.0,0.9,71
2010-01-03,2010,26.7,19.2,5.0,79
2010-01-04,2010,25.7,20.5,1.7,83
2010-01-05,2010,26.6,19.0,0.6,77
2010-01-06,2010,24.4,19.5,3.0,80
2010-01-07,2010,24.5,18.1,0.0,78
2010-01-08,2010,26.7,18.2,0.0,73
2010-01-09,2010,28.3,19.1,0.0,69
2010-01-10,2010,27.2,18.6,0.1,74
2010-01-11,2010,23.1,18.8,11.1,87
2010-01-12,2010,23.5,18.2,0.0,82
2010-01-13,2010,24.3,18.7,1.3,82
2010-01-14,2010,25.8,17.4,0.0,78
2010-01-15,2010,27.5,17.0,0.0,78
2010-01-16,2010,28.7,16.9,0.0,76
2010-01-17,2010,29.1,18.7,0.0,73
2010-01-18,2010,29.8,17.2,0.0,63
2010-01-19,2010,28.4,18.9,0.0,74
2010-01-20,2010,28.7,19.8,0.0,74
2010-01-21,2010,29.9,19.1,0.0,67
2010-01-22,2010,30.4,20.6,0.0,57
2010-01-23,2010,29.1,18.1,0.0,64
2010-01-24,2010,28.9,17.3,0.0,66
2010-01-25,2010,30.0,18.4,0.0,65
2010-01-26,2010,29.3,19.6,0.0,68
2010-01-27,2010,29.4,19.9,0.0,71
2010-01-28,2010,29.2,16.6,0.0,70
2010-01-29,2010,29.1,17.3,0.0,64
2010-01-30,2010,29.1,19.9,0.0,59
2010-01-31,2010,29.5,19.9,0.0,55
2010-02-01,2010,29.4,19.6,0.0,58
2010-02-02,2010,30.0,20.6,0.0,57
2010-02-03,2010,31.1,21.4,0.0,59
2010-02-04,2010,29.8,18.1,0.0,68
2010-02-05,2010,30.5,19.9,0.0,69
2010-02-06,2010,30.3,21.5,0.0,67
2010-02-07,2010,29.9,20.7,0.0,63
2010-02-08,2010,29.3,20.2,0.0,64
2010-02-09,2010,31.5,18.5,0.0,66
2010-02-10,2010,30.8,20.4,0.0,65
2010-02-11,2010,30.1,20.2,0.0,69
2010-02-12,2010,30.7,20.0,0.0,68
2010-02-13,2010,29.8,19.8,0.0,64
2010-02-14,2010,29.0,20.4,0.0,62
2010-02-15,2010,29.6,20.4,0.0,69
2010-02-16,2010,30.6,22.2,0.1,65
2010-02-17,2010,29.0,19.9,1.2,72
2010-02-18,2010,24.5,19.5,3.3,80
2010-02-19,2010,27.4,18.1,0.0,69
2010-02-20,2010,29.2,19.8,0.0,67
2010-02-21,2010,29.1,19.4,0.3,73
2010-02-22,2010,30.4,19.4,0.2,69
2010-02-23,2010,31.7,21.9,0.0,63
2010-02-24,2010,31.5,21.2,0.1,63
2010-02-25,2010,31.0,21.9,0.4,72
2010-02-26,2010,26.3,20.5,0.1,74
2010-02-27,2010,29.7,20.8,0.2,69
2010-02-28,2010,27.6,21.0,1.1,76
2010-03-01,2010,27.5,21.4,0.0,74
2010-03-02,2010,32.0,20.1,0.0,66
2010-03-03,2010,31.1,20.9,0.0,67
2010-03-04,2010,27.7,21.0,0.6,74
2010-03-05,2010,23.9,19.4,1.5,80
2010-03-06,2010,22.7,18.0,0.2,76
2010-03-07,2010,24.7,14.9,0.0,66
2010-03-08,2010,26.3,13.5,0.0,63
2010-03-09,2010,27.8,13.7,0.0,59
2010-03-10,2010,30.3,16.4,0.0,62
2010-03-11,2010,31.9,19.0,0.0,63
2010-03-12,2010,32.8,22.5,0.0,60
2010-03-13,2010,32.7,22.3,0.0,61
2010-03-14,2010,31.5,22.4,0.0,66
2010-03-15,2010,32.2,22.6,0.0,64
2010-03-16,2010,30.3,22.2,0.1,69
2010-03-17,2010,29.2,19.4,0.6,73
2010-03-18,2010,30.2,21.4,1.4,70
2010-03-19,2010,28.6,22.3,0.3,71
2010-03-20,2010,30.7,20.5,0.0,70
2010-03-21,2010,33.4,21.5,0.0,58
2010-03-22,2010,32.5,20.7,0.0,55
2010-03-23,2010,33.3,22.0,0.0,60
2010-03-24,2010,32.0,20.6,0.0,68
2010-03-25,2010,32.5,22.0,0.0,64
2010-03-26,2010,32.4,21.3,0.9,68
2010-03-27,2010,31.5,22.7,0.2,69
2010-03-28,2010,30.4,20.9,0.2,68
2010-03-29,2010,33.1,22.1,0.0,60
2010-03-30,2010,32.3,22.8,0.0,59
2010-03-31,2010,31.3,22.1,1.7,68
2010-04-01,2010,29.6,21.2,1.3,74
2010-04-02,2010,29.8,20.4,0.0,66
2010-04-03,2010,29.9,16.2,0.0,59
2010-04-04,2010,30.2,16.3,0.0,57
2010-04-05,2010,29.7,17.7,0.0,53
2010-04-06,2010,30.0,17.0,0.0,60
2010-04-07,2010,30.6,19.2,0.0,58
2010-04-08,2010,31.1,21.1,0.0,56
2010-04-09,2010,31.5,22.2,0.3,57
2010-04-10,2010,30.7,21.0,0.3,60
2010-04-11,2010,29.8,20.1,0.0,63
2010-04-12,2010,28.8,21.1,13.8,71
2010-04-13,2010,28.5,20.3,12.2,79
2010-04-14,2010,28.2,20.8,2.2,76
2010-04-15,2010,27.8,19.8,0.8,75
2010-04-16,2010,27.0,19.8,0.0,70
2010-04-17,2010,27.8,19.6,0.4,70
2010-04-18,2010,29.6,22.0,0.6,67
2010-04-19,2010,29.5,22.6,0.0,70
2010-04-20,2010,29.6,23.5,0.2,70
2010-04-21,2010,31.0,21.4,0.0,67
2010-04-22,2010,31.9,20.1,0.0,64
2010-04-23,2010,30.8,21.4,0.1,70
2010-04-24,2010,30.3,21.8,0.3,70
2010-04-25,2010,30.5,22.0,0.2,70
2010-04-26,2010,31.5,23.8,0.0,66
2010-04-27,2010,32.9,23.8,0.0,62
2010-04-28,2010,32.8,22.5,0.4,66
2010-04-29,2010,30.9,22.8,3.9,73
2010-04-30,2010,31.2,22.8,0.5,72
2010-05-01,2010,32.7,22.3,0.0,65
2010-05-02,2010,33.2,23.0,0.5,66
2010-05-03,2010,31.9,21.6,0.6,70
2010-05-04,2010,30.8,22.3,0.0,67
2010-05-05,2010,32.6,22.9,0.4,65
2010-05-06,2010,32.2,22.0,0.0,64
2010-05-07,2010,32.2,21.1,0.0,62
2010-05-08,2010,32.0,20.6,0.0,64
2010-05-09,2010,30.4,22.5,2.7,72
2010-05-10,2010,30.4,22.2,1.3,74
2010-05-11,2010,30.6,20.8,0.0,69
2010-05-12,2010,31.3,21.1,0.0,61
2010-05-13,2010,32.1,18.7,0.0,60
2010-05-14,2010,32.5,20.9,2.2,67
2010-05-15,2010,33.0,21.2,1.9,68
2010-05-16,2010,33.2,21.8,0.0,64
2010-05-17,2010,33.0,24.1,0.3,64
2010-05-18,2010,32.2,24.1,2.4,67
2010-05-19,2010,31.7,24.0,6.5,70
2010-05-20,2010,32.6,23.4,0.9,70
2010-05-21,2010,31.4,23.7,10.2,71
2010-05-22,2010,29.6,23.0,14.9,78
2010-05-23,2010,27.5,22.6,14.1,82
2010-05-24,2010,28.7,22.1,8.0,81
2010-05-25,2010,28.4,22.5,15.8,82
2010-05-26,2010,27.1,23.2,3.7,76
2010-05-27,2010,29.5,23.2,0.5,71
2010-05-28,2010,28.4,23.4,4.8,82
2010-05-29,2010,27.1,22.9,8.1,85
2010-05-30,2010,29.8,20.9,0.1,79
2010-05-31,2010,29.7,22.9,30.5,83
2010-06-01,2010,29.8,22.6,16.1,83
2010-06-02,2010,30.6,22.9,5.5,78
2010-06-03,2010,30.5,23.9,2.9,76
2010-06-04,2010,31.3,22.0,0.0,70
2010-06-05,2010,29.8,22.8,10.5,77
2010-06-06,2010,29.6,22.0,7.5,80
2010-06-07,2010,30.1,22.5,1.6,74
2010-06-08,2010,30.5,23.4,5.6,74
2010-06-09,2010,30.7,23.6,0.5,72
2010-06-10,2010,30.5,23.3,0.5,69
2010-06-11,2010,30.7,23.4,0.2,66
2010-06-12,2010,30.4,23.6,0.4,71
2010-06-13,2010,31.2,22.7,4.7,76
2010-06-14,2010,30.2,22.9,0.0,69
2010-06-15,2010,30.8,22.5,0.0,68
2010-06-16,2010,31.2,22.2,0.0,68
2010-06-17,2010,30.9,23.2,0.0,68
2010-06-18,2010,31.2,23.5,0.7,72
2010-06-19,2010,31.1,20.8,0.7,76
2010-06-20,2010,29.7,21.7,12.6,83
2010-06-21,2010,29.4,22.4,5.7,78
2010-06-22,2010,27.9,22.4,5.4,81
2010-06-23,2010,26.4,22.6,3.8,85
2010-06-24,2010,27.9,21.7,4.0,79
2010-06-25,2010,30.0,22.0,0.7,70
2010-06-26,2010,31.3,22.6,7.0,75
2010-06-27,2010,30.2,21.7,5.9,80
2010-06-28,2010,29.9,21.8,1.9,76
2010-06-29,2010,30.4,23.2,0.0,71
2010-06-30,2010,30.6,23.0,5.2,77
2010-07-01,2010,31.2,22.6,1.1,73
2010-07-02,2010,31.5,23.3,0.0,69
2010-07-03,2010,32.3,22.5,0.9,70
2010-07-04,2010,32.2,24.0,0.0,68
2010-07-05,2010,30.8,24.3,0.4,70
2010-07-06,2010,30.0,21.8,4.6,77
2010-07-07,2010,30.4,22.4,21.9,79
2010-07-08,2010,31.8,22.4,0.0,70
2010-07-09,2010,31.0,23.6,0.1,69
2010-07-10,2010,30.5,23.3,0.0,67
2010-07-11,2010,31.5,23.9,0.0,65
2010-07-12,2010,31.9,23.8,0.8,68
2010-07-13,2010,31.7,22.7,3.6,76
2010-07-14,2010,31.4,21.8,1.6,75
2010-07-15,2010,30.9,21.8,0.0,72
2010-07-16,2010,30.6,22.2,0.6,75
2010-07-17,2010,30.9,23.3,2.2,75
2010-07-18,2010,29.9,22.6,7.4,73
2010-07-19,2010,30.5,22.9,0.2,71
2010-07-20,2010,29.6,22.3,28.5,81
2010-07-21,2010,28.0,22.6,28.1,85
2010-07-22,2010,29.9,22.7,13.1,80
2010-07-23,2010,29.1,22.8,9.6,77
2010-07-24,2010,29.0,22.2,0.9,68
2010-07-25,2010,31.9,21.1,0.0,73
2010-07-26,2010,30.8,20.7,0.0,77
2010-07-27,2010,29.3,21.3,0.2,79
2010-07-28,2010,30.0,22.8,0.5,72
2010-07-29,2010,30.0,21.4,0.6,73
2010-07-30,2010,30.3,23.0,1.5,74
2010-07-31,2010,31.2,22.0,2.6,76
2010-08-01,2010,31.5,23.1,0.2,69
2010-08-02,2010,30.3,22.3,0.0,70
2010-08-03,2010,30.7,22.6,0.3,72
2010-08-04,2010,31.2,22.5,0.8,73
2010-08-05,2010,31.6,23.3,0.0,73
2010-08-06,2010,32.4,23.8,0.0,65
2010-08-07,2010,32.2,23.3,0.2,67
2010-08-08,2010,32.0,24.3,0.7,70
2010-08-09,2010,31.5,23.7,0.1,71
2010-08-10,2010,31.2,24.2,1.2,71
2010-08-11,2010,31.4,24.2,0.5,74
2010-08-12,2010,31.2,23.1,2.8,76
2010-08-13,2010,30.9,23.9,1.0,72
2010-08-14,2010,31.4,21.8,0.0,70
2010-08-15,2010,30.9,23.1,0.5,68
2010-08-16,2010,32.0,22.5,0.5,68
2010-08-17,2010,32.0,22.9,0.2,69
2010-08-18,2010,32.3,23.0,0.3,63
2010-08-19,2010,32.7,21.9,0.6,69
2010-08-20,2010,32.1,23.5,0.0,64
2010-08-21,2010,30.6,22.6,0.0,66
2010-08-22,2010,30.9,24.3,0.0,65
2010-08-23,2010,33.0,22.8,0.0,67
2010-08-24,2010,34.4,23.0,0.1,60
2010-08-25,2010,33.4,24.4,0.2,58
2010-08-26,2010,31.3,23.8,0.3,67
2010-08-27,2010,31.7,24.2,0.0,64
2010-08-28,2010,32.6,22.7,0.0,63
2010-08-29,2010,32.7,23.4,1.2,68
2010-08-30,2010,32.4,21.9,0.7,70
2010-08-31,2010,30.9,22.4,9.3,77
2010-09-01,2010,30.3,23.1,1.2,75
2010-09-02,2010,31.8,23.8,0.3,67
2010-09-03,2010,32.9,21.7,2.0,67
2010-09-04,2010,32.4,23.8,6.6,68
2010-09-05,2010,30.4,22.7,3.0,74
2010-09-06,2010,30.7,22.3,0.0,70
2010-09-07,2010,31.7,21.8,0.4,70
2010-09-08,2010,30.7,22.5,0.9,72
2010-09-09,2010,31.2,22.0,0.9,69
2010-09-10,2010,31.4,23.2,0.5,62
2010-09-11,2010,30.8,22.3,0.3,66
2010-09-12,2010,30.3,21.4,4.1,77
2010-09-13,2010,31.4,23.5,6.5,78
2010-09-14,2010,31.9,22.4,0.5,74
2010-09-15,2010,31.8,23.4,0.0,66
2010-09-16,2010,31.2,22.4,0.0,67
2010-09-17,2010,31.6,20.4,0.0,67
2010-09-18,2010,30.3,21.2,0.4,71
2010-09-19,2010,30.2,23.3,0.4,67
2010-09-20,2010,31.0,21.6,3.8,69
2010-09-21,2010,31.1,23.1,9.9,76
2010-09-22,2010,32.4,22.4,0.0,68
2010-09-23,2010,32.8,20.1,0.0,61
2010-09-24,2010,31.4,22.1,3.4,68
2010-09-25,2010,30.0,23.0,0.7,70
2010-09-26,2010,29.6,23.4,1.4,71
2010-09-27,2010,29.7,21.8,3.4,76
2010-09-28,2010,28.6,22.9,5.9,81
2010-09-29,2010,28.1,22.1,5.3,81
2010-09-30,2010,29.8,22.5,2.6,75
2010-10-01,2010,27.0,22.6,12.0,84
2010-10-02,2010,27.9,22.5,1.8,80
2010-10-03,2010,29.1,22.0,2.2,80
2010-10-04,2010,29.0,23.1,8.0,82
2010-10-05,2010,29.4,22.9,1.0,79
2010-10-06,2010,29.5,21.9,1.2,77
2010-10-07,2010,28.9,22.7,0.2,76
2010-10-08,2010,29.8,22.9,10.1,80
2010-10-09,2010,29.3,21.6,7.3,80
2010-10-10,2010,29.7,21.6,3.9,81
2010-10-11,2010,31.2,22.6,0.0,73
2010-10-12,2010,31.0,22.9,2.3,76
2010-10-13,2010,30.3,21.9,1.7,79
2010-10-14,2010,30.4,20.7,0.0,76
2010-10-15,2010,29.5,22.2,0.2,72
2010-10-16,2010,29.3,23.7,3.3,74
2010-10-17,2010,29.3,23.1,8.8,77
2010-10-18,2010,28.3,21.3,8.7,82
2010-10-19,2010,28.9,22.7,4.1,79
2010-10-20,2010,29.2,21.1,0.3,78
2010-10-21,2010,29.0,22.2,0.0,75
2010-10-22,2010,30.1,20.8,0.0,70
2010-10-23,2010,31.1,20.4,0.0,65
2010-10-24,2010,30.8,20.4,0.0,64
2010-10-25,2010,30.5,21.5,0.0,65
2010-10-26,2010,29.5,22.9,0.3,68
2010-10-27,2010,29.7,19.9,0.3,73
2010-10-28,2010,28.9,19.2,0.8,78
2010-10-29,2010,29.2,19.1,0.8,75
2010-10-30,2010,29.8,19.4,0.1,74
2010-10-31,2010,30.4,20.1,0.7,73
2010-11-01,2010,30.8,19.7,0.0,71
2010-11-02,2010,30.6,20.3,0.3,69
2010-11-03,2010,30.4,19.5,0.1,68
2010-11-04,2010,28.1,22.3,13.0,76
2010-11-05,2010,24.5,21.9,30.4,89
2010-11-06,2010,27.1,21.9,5.2,88
2010-11-07,2010,22.8,19.7,6.2,88
2010-11-08,2010,24.5,18.0,0.1,77
2010-11-09,2010,25.5,17.2,0.0,75
2010-11-10,2010,26.5,19.3,0.1,80
2010-11-11,2010,26.6,18.7,0.0,79
2010-11-12,2010,26.1,17.9,0.1,79
2010-11-13,2010,26.0,18.2,0.0,75
2010-11-14,2010,26.2,18.4,1.4,76
2010-11-15,2010,26.9,18.1,0.0,78
2010-11-16,2010,28.1,18.9,0.0,78
2010-11-17,2010,27.9,18.6,0.0,71
2010-11-18,2010,27.0,18.3,0.0,73
2010-11-19,2010,27.0,15.1,0.0,74
2010-11-20,2010,27.0,17.3,0.0,77
2010-11-21,2010,27.1,15.6,0.1,77
2010-11-22,2010,27.0,18.4,0.2,79
2010-11-23,2010,27.4,16.8,0.0,73
2010-11-24,2010,28.1,16.7,0.0,73
2010-11-25,2010,28.2,17.1,0.0,67
2010-11-26,2010,27.1,15.7,0.0,73
2010-11-27,2010,27.4,15.3,0.0,68
2010-11-28,2010,28.4,16.8,0.0,68
2010-11-29,2010,28.8,16.0,0.0,69
2010-11-30,2010,27.9,16.4,0.0,67
2010-12-01,2010,28.0,17.0,0.0,63
2010-12-02,2010,28.0,18.9,0.0,64
2010-12-03,2010,27.1,16.2,0.0,69
2010-12-04,2010,25.7,17.5,0.6,75
2010-12-05,2010,27.1,15.9,0.0,72
2010-12-06,2010,27.2,19.0,0.0,65
2010-12-07,2010,27.0,17.9,0.0,67
2010-12-08,2010,27.6,17.3,0.0,70
2010-12-09,2010,23.7,19.3,4.1,85
2010-12-10,2010,25.6,21.0,4.1,84
2010-12-11,2010,27.1,18.5,0.0,78
2010-12-12,2010,27.7,19.3,0.0,76
2010-12-13,2010,25.9,20.9,2.9,80
2010-12-14,2010,21.2,18.3,4.0,83
2010-12-15,2010,22.0,17.4,1.4,82
2010-12-16,2010,24.8,15.9,0.0,77
2010-12-17,2010,27.1,15.9,0.0,76
2010-12-18,2010,26.1,17.9,0.0,73
2010-12-19,2010,26.4,19.5,0.0,74
2010-12-20,2010,25.6,17.2,0.0,77
2010-12-21,2010,25.9,16.7,0.0,73
2010-12-22,2010,26.2,17.2,0.0,74
2010-12-23,2010,25.7,16.7,0.0,68
2010-12-24,2010,25.4,16.0,0.0,66
2010-12-25,2010,26.3,16.0,0.0,67
2010-12-26,2010,27.2,17.4,0.0,66
2010-12-27,2010,27.2,19.9,0.2,67
2010-12-28,2010,23.2,17.5,0.4,77
2010-12-29,2010,25.1,14.8,0.0,70
2010-12-30,2010,26.6,12.9,0.0,69
2010-12-31,2010,25.9,13.5,0.0,68
2011-01-01,2011,26.4,14.2,0.0,69
2011-01-02,2011,26.1,14.6,0.0,72
2011-01-03,2011,27.1,14.7,0.0,69
2011-01-04,2011,27.1,15.2,0.0,66
2011-01-05,2011,27.6,15.4,0.0,61
2011-01-06,2011,28.4,18.0,0.0,64
2011-01-07,2011,27.3,19.3,0.0,70
2011-01-08,2011,28.1,18.4,0.0,71
2011-01-09,2011,29.6,19.2,0.0,68
2011-01-10,2011,29.4,20.1,0.0,70
2011-01-11,2011,29.2,19.0,0.0,66
2011-01-12,2011,29.8,17.6,0.0,63
2011-01-13,2011,29.6,17.3,0.0,68
2011-01-14,2011,28.8,19.1,0.0,71
2011-01-15,2011,28.7,19.5,2.3,74
2011-01-16,2011,28.4,19.0,0.0,72
2011-01-17,2011,30.0,19.4,0.0,61
2011-01-18,2011,29.2,16.3,0.0,65
2011-01-19,2011,30.7,20.9,0.0,57
2011-01-20,2011,29.1,18.5,0.0,65
2011-01-21,2011,28.9,17.2,0.0,64
2011-01-22,2011,30.7,20.3,0.0,57
2011-01-23,2011,30.5,18.0,0.0,65
2011-01-24,2011,29.4,19.6,0.0,68
2011-01-25,2011,30.7,17.7,0.0,61
2011-01-26,2011,29.7,19.6,0.0,56
2011-01-27,2011,30.6,17.8,0.0,61
2011-01-28,2011,29.5,19.3,0.0,67
2011-01-29,2011,28.5,18.9,0.0,69
2011-01-30,2011,29.3,19.8,0.0,67
2011-01-31,2011,29.6,18.8,0.0,67
2011-02-01,2011,28.8,19.8,0.0,68
2011-02-02,2011,31.0,18.9,0.0,64
2011-02-03,2011,30.3,18.1,0.0,61
2011-02-04,2011,28.9,17.8,0.0,65
2011-02-05,2011,29.9,19.8,0.0,56
2011-02-06,2011,31.2,17.7,0.0,61
2011-02-07,2011,31.3,18.7,0.0,62
2011-02-08,2011,31.7,20.4,0.0,54
2011-02-09,2011,30.4,19.6,0.0,63
2011-02-10,2011,30.8,20.3,0.0,56
2011-02-11,2011,31.0,18.2,0.4,61
2011-02-12,2011,29.8,21.5,0.0,61
2011-02-13,2011,29.3,21.9,1.4,68
2011-02-14,2011,28.4,19.9,0.5,72
2011-02-15,2011,28.0,19.7,2.6,73
2011-02-16,2011,28.6,19.7,0.4,73
2011-02-17,2011,27.6,19.7,2.7,77
2011-02-18,2011,27.4,19.5,0.6,74
2011-02-19,2011,28.5,17.0,0.0,69
2011-02-20,2011,27.4,16.8,0.0,73
2011-02-21,2011,28.5,16.9,0.0,64
2011-02-22,2011,29.7,17.6,0.0,59
2011-02-23,2011,29.9,16.5,0.0,64
2011-02-24,2011,29.1,15.8,0.0,64
2011-02-25,2011,29.8,15.2,0.0,57
2011-02-26,2011,30.1,17.4,0.0,58
2011-02-27,2011,29.9,18.0,0.0,56
2011-02-28,2011,30.2,18.2,0.0,56
2011-03-01,2011,29.0,19.6,0.0,58
2011-03-02,2011,28.0,19.9,0.4,63
2011-03-03,2011,28.5,18.8,0.0,60
2011-03-04,2011,27.0,18.6,0.8,66
2011-03-05,2011,28.5,18.0,0.0,66
2011-03-06,2011,29.6,18.4,0.0,61
2011-03-07,2011,29.0,19.2,0.0,63
2011-03-08,2011,30.4,19.4,0.0,61
2011-03-09,2011,29.9,16.3,0.0,62
2011-03-10,2011,29.3,17.1,0.0,61
2011-03-11,2011,29.2,17.8,0.0,62
2011-03-12,2011,29.1,17.2,0.0,60
2011-03-13,2011,29.5,17.2,0.0,53
2011-03-14,2011,29.5,16.1,0.0,62
2011-03-15,2011,29.1,16.8,0.0,62
2011-03-16,2011,29.2,15.9,0.0,60
2011-03-17,2011,30.0,16.7,0.0,63
2011-03-18,2011,28.9,18.2,0.0,68
2011-03-19,2011,29.2,17.4,0.0,60
2011-03-20,2011,27.7,15.3,0.0,58
2011-03-21,2011,27.9,15.4,0.0,56
2011-03-22,2011,29.2,15.8,0.2,59
2011-03-23,2011,30.1,16.0,0.0,60
2011-03-24,2011,31.3,18.5,0.0,50
2011-03-25,2011,32.0,20.6,0.0,50
2011-03-26,2011,31.5,20.9,0.1,53
2011-03-27,2011,32.4,21.0,0.0,51
2011-03-28,2011,33.8,22.7,0.0,49
2011-03-29,2011,29.7,20.8,0.1,60
2011-03-30,2011,31.0,20.8,0.0,58
2011-03-31,2011,32.0,21.9,0.0,58
2011-04-01,2011,33.2,22.4,0.0,54
2011-04-02,2011,31.9,23.3,0.0,56
2011-04-03,2011,32.1,21.4,0.0,61
2011-04-04,2011,31.6,20.2,0.0,61
2011-04-05,2011,31.9,21.8,0.0,53
2011-04-06,2011,33.0,22.3,0.1,54
2011-04-07,2011,31.0,22.0,0.3,56
2011-04-08,2011,32.0,20.9,0.0,53
2011-04-09,2011,31.3,20.5,0.0,57
2011-04-10,2011,31.9,19.7,0.0,60
2011-04-11,2011,31.1,18.9,0.2,59
2011-04-12,2011,29.9,19.8,0.6,59
2011-04-13,2011,30.0,20.4,2.6,64
2011-04-14,2011,29.4,21.2,3.4,67
2011-04-15,2011,29.7,20.1,0.8,63
2011-04-16,2011,30.9,18.7,0.0,65
2011-04-17,2011,31.2,19.4,0.0,62
2011-04-18,2011,31.2,17.7,0.2,58
2011-04-19,2011,30.7,18.9,0.0,61
2011-04-20,2011,30.2,18.6,1.7,68
2011-04-21,2011,30.3,19.0,0.3,67
2011-04-22,2011,30.6,17.8,0.0,65
2011-04-23,2011,30.7,17.9,0.0,59
2011-04-24,2011,31.5,18.8,0.0,56
2011-04-25,2011,31.4,22.1,0.0,57
2011-04-26,2011,32.0,22.7,0.0,56
2011-04-27,2011,31.7,23.2,0.1,55
2011-04-28,2011,31.4,22.8,9.4,63
2011-04-29,2011,29.0,21.2,6.2,73
2011-04-30,2011,29.1,20.9,0.4,70
2011-05-01,2011,30.9,20.2,0.0,60
2011-05-02,2011,30.6,19.6,0.2,67
2011-05-03,2011,29.5,20.2,0.5,70
2011-05-04,2011,30.1,20.6,0.4,70
2011-05-05,2011,28.8,20.9,0.6,68
2011-05-06,2011,30.5,19.1,0.0,58
2011-05-07,2011,31.4,19.7,0.0,55
2011-05-08,2011,31.1,20.4,0.0,59
2011-05-09,2011,30.5,20.2,0.0,63
2011-05-10,2011,31.4,20.9,0.0,62
2011-05-11,2011,30.7,21.0,0.0,60
2011-05-12,2011,31.6,19.9,0.0,57
2011-05-13,2011,31.2,19.3,0.0,60
2011-05-14,2011,30.8,20.2,0.0,59
2011-05-15,2011,30.2,21.8,0.0,56
2011-05-16,2011,30.2,22.7,0.1,58
2011-05-17,2011,31.3,21.7,0.6,57
2011-05-18,2011,31.3,22.4,0.0,58
2011-05-19,2011,31.6,21.5,4.8,66
2011-05-20,2011,30.8,21.0,2.0,69
2011-05-21,2011,30.9,22.1,3.5,69
2011-05-22,2011,31.0,22.6,9.5,73
2011-05-23,2011,30.3,22.3,5.4,77
2011-05-24,2011,28.7,22.2,18.0,80
2011-05-25,2011,27.6,22.3,14.2,84
2011-05-26,2011,28.2,21.7,0.3,79
2011-05-27,2011,29.5,21.7,24.0,80
2011-05-28,2011,30.4,21.9,3.1,75
2011-05-29,2011,28.7,22.7,4.2,76
2011-05-30,2011,27.8,21.6,1.4,82
2011-05-31,2011,27.1,21.2,4.3,80
2011-06-01,2011,28.8,20.7,3.1,79
2011-06-02,2011,25.3,22.1,15.9,88
2011-06-03,2011,24.2,22.0,9.6,80
2011-06-04,2011,24.3,21.2,6.6,84
2011-06-05,2011,26.1,21.9,24.8,83
2011-06-06,2011,26.2,22.0,6.5,83
2011-06-07,2011,27.3,21.8,8.1,83
2011-06-08,2011,26.8,22.3,8.1,84
2011-06-09,2011,29.1,22.5,4.5,82
2011-06-10,2011,30.5,23.7,0.7,76
2011-06-11,2011,30.8,23.9,0.0,69
2011-06-12,2011,31.8,23.9,0.0,63
2011-06-13,2011,30.8,23.0,0.0,70
2011-06-14,2011,30.9,24.3,0.0,69
2011-06-15,2011,31.3,24.0,0.0,67
2011-06-16,2011,30.1,23.3,3.0,70
2011-06-17,2011,31.1,23.3,0.3,61
2011-06-18,2011,31.9,22.6,0.4,65
2011-06-19,2011,30.9,22.6,0.0,68
2011-06-20,2011,30.5,23.2,0.4,69
2011-06-21,2011,31.7,23.4,3.8,71
2011-06-22,2011,32.0,23.7,0.0,60
2011-06-23,2011,32.3,22.0,0.2,59
2011-06-24,2011,32.3,22.6,0.4,55
2011-06-25,2011,32.0,21.5,0.2,60
2011-06-26,2011,32.0,23.6,0.0,55
2011-06-27,2011,32.6,23.4,2.5,58
2011-06-28,2011,33.3,22.5,0.0,53
2011-06-29,2011,34.4,24.1,0.2,50
2011-06-30,2011,33.5,23.6,0.4,58
2011-07-01,2011,32.5,24.1,0.0,56
2011-07-02,2011,31.3,24.2,5.0,64
2011-07-03,2011,30.5,22.8,20.9,76
2011-07-04,2011,30.2,22.2,11.0,77
2011-07-05,2011,30.8,22.8,0.0,67
2011-07-06,2011,31.5,23.5,0.1,58
2011-07-07,2011,31.7,23.8,0.0,55
2011-07-08,2011,31.2,22.7,0.2,62
2011-07-09,2011,32.3,23.1,0.6,58
2011-07-10,2011,33.3,23.1,1.4,57
2011-07-11,2011,32.2,23.5,0.0,61
2011-07-12,2011,31.5,24.2,1.7,65
2011-07-13,2011,29.4,22.7,15.0,74
2011-07-14,2011,30.5,22.8,0.9,70
2011-07-15,2011,30.1,22.9,20.8,74
2011-07-16,2011,30.7,23.1,1.0,70
2011-07-17,2011,31.1,23.2,0.7,67
2011-07-18,2011,31.0,23.2,0.0,64
2011-07-19,2011,31.4,23.7,0.2,70
2011-07-20,2011,31.5,22.5,1.2,69
2011-07-21,2011,31.9,24.1,0.2,62
2011-07-22,2011,32.7,24.0,0.3,60
2011-07-23,2011,31.7,22.0,0.4,68
2011-07-24,2011,30.9,23.7,4.6,74
2011-07-25,2011,32.8,22.4,0.4,62
2011-07-26,2011,33.0,23.9,0.0,57
2011-07-27,2011,31.9,23.9,0.5,63
2011-07-28,2011,32.5,23.0,2.5,65
2011-07-29,2011,30.8,22.6,10.6,76
2011-07-30,2011,29.7,21.5,12.8,83
2011-07-31,2011,29.9,22.5,1.5,75
2011-08-01,2011,30.1,22.5,0.0,69
2011-08-02,2011,32.0,22.4,0.0,68
2011-08-03,2011,30.6,22.1,0.2,72
2011-08-04,2011,26.2,23.1,62.2,87
2011-08-05,2011,30.5,22.1,1.0,75
